id,type,title,status,priority,assignee,reporter,parent,addressed_to,path,created,updated
DEV-009,development,implement foundry-admin CLI and skill,Closed,High,python-developer,manager,DEV-STORY-009,,DEV-STORY-009/DEV-009,2026-07-29,2026-07-29
UNITTEST-009,unittest,unit tests for foundry-admin CLI,Closed,High,python-developer,manager,DEV-STORY-009,,DEV-STORY-009/UNITTEST-009,2026-07-29,2026-07-29
CODEREVIEW-009,codereview,code review for DEV-009,Closed,High,tech-lead,manager,DEV-STORY-009,,DEV-STORY-009/CODEREVIEW-009,2026-07-29,2026-07-29
TESTCASE-009,testcase,QA test case design,Closed,High,qa-engineer,manager,DEV-STORY-009,,DEV-STORY-009/TESTCASE-009,2026-07-29,2026-07-29
TESTEXEC-009,testexec,QA execution,Closed,High,qa-engineer,manager,DEV-STORY-009,,DEV-STORY-009/TESTEXEC-009,2026-07-29,2026-07-29
DEVOPS-009,devops,packaging/deployment verification,Closed,High,devops-engineer,manager,DEV-STORY-009,,DEV-STORY-009/DEVOPS-009,2026-07-29,2026-07-30
QUESTION-034,question,Clarify outbound B3/W3C propagation scope for DEV-STORY-010,Closed,High,architect,architect,DEV-STORY-010,architect,DEV-STORY-010/QUESTION-034,2026-07-30,2026-08-01
RESOURCE-REQ-006,resource_req,Reliable architecture readiness execution for DEV-STORY-011 through DEV-STORY-023,Rejected,High,hr,workflow-manager,,,RESOURCE-REQ-006,2026-07-30,2026-08-01
BUG-003,bug,Tracker status index/get inconsistency prevents FEATURE-001 transition,Closed,High,python-developer,python-developer,,,BUG-003,2026-07-30,2026-07-30
DESIGN-010,design,Design Foundry Audit CLI,Closed,High,tech-lead,tech-lead,DEV-STORY-010,,DEV-STORY-010/DESIGN-010,2026-08-01,2026-08-01
DEV-010,development,Implement Foundry Audit CLI and skill,Closed,High,python-developer,python-developer,DEV-STORY-010,,DEV-STORY-010/DEV-010,2026-08-01,2026-08-01
UNITTEST-010,unittest,Add Audit CLI unit and integration tests,Closed,High,python-developer,python-developer,DEV-STORY-010,,DEV-STORY-010/UNITTEST-010,2026-08-01,2026-08-01
CODEREVIEW-010,codereview,Review Foundry Audit CLI implementation,Closed,High,tech-lead,tech-lead,DEV-STORY-010,,DEV-STORY-010/CODEREVIEW-010,2026-08-01,2026-08-01
TESTCASE-010,testcase,Design Foundry Audit CLI QA cases,Closed,High,qa-engineer,qa-engineer,DEV-STORY-010,,DEV-STORY-010/TESTCASE-010,2026-08-01,2026-08-01
TESTEXEC-010,testexec,Execute Foundry Audit CLI QA suite,Closed,High,qa-engineer,qa-engineer,DEV-STORY-010,,DEV-STORY-010/TESTEXEC-010,2026-08-01,2026-08-01
DEVOPS-010,devops,Package and verify Foundry Audit entry points,Closed,High,devops-engineer,devops-engineer,DEV-STORY-010,,DEV-STORY-010/DEVOPS-010,2026-08-01,2026-08-01
DESIGN-011,design,Design Foundry AIP Agents CLI and session lifecycle,Closed,High,tech-lead,workflow-mgr,DEV-STORY-011,,DEV-STORY-011/DESIGN-011,2026-08-09,2026-08-09
DEV-011,development,"Implement Foundry AIP Agents CLI, session lifecycle, and Claude skill",Closed,High,python-developer,workflow-mgr,DEV-STORY-011,,DEV-STORY-011/DEV-011,2026-08-09,2026-08-09
UNITTEST-011,unittest,Add Foundry AIP Agents CLI unit and integration tests,Closed,High,python-developer,workflow-mgr,DEV-STORY-011,,DEV-STORY-011/UNITTEST-011,2026-08-09,2026-08-09
CODEREVIEW-011,codereview,Review Foundry AIP Agents CLI implementation,Closed,High,tech-lead,workflow-mgr,DEV-STORY-011,,DEV-STORY-011/CODEREVIEW-011,2026-08-09,2026-08-09
TESTCASE-011,testcase,Design Foundry AIP Agents CLI QA cases,Closed,High,qa-engineer,workflow-mgr,DEV-STORY-011,,DEV-STORY-011/TESTCASE-011,2026-08-09,2026-08-09
TESTEXEC-011,testexec,Execute Foundry AIP Agents CLI QA suite,Closed,High,qa-engineer,workflow-mgr,DEV-STORY-011,,DEV-STORY-011/TESTEXEC-011,2026-08-09,2026-08-09
DEVOPS-011,devops,Package and verify Foundry AIP Agents entry points,Closed,High,devops-engineer,workflow-mgr,DEV-STORY-011,,DEV-STORY-011/DEVOPS-011,2026-08-09,2026-08-09
DESIGN-012,design,Design Foundry Language Models CLI and inference controls,Closed,High,tech-lead,tech-lead,DEV-STORY-012,,DEV-STORY-012/DESIGN-012,2026-08-09,2026-08-09
DEV-012,development,Implement Foundry Language Models CLI and Claude skill,Closed,High,python-developer,python-developer,DEV-STORY-012,,DEV-STORY-012/DEV-012,2026-08-09,2026-08-09
UNITTEST-012,unittest,Add Foundry Language Models CLI unit and integration tests,Closed,High,python-developer,python-developer,DEV-STORY-012,,DEV-STORY-012/UNITTEST-012,2026-08-09,2026-08-09
CODEREVIEW-012,codereview,Review Foundry Language Models CLI implementation,Closed,High,tech-lead,tech-lead,DEV-STORY-012,,DEV-STORY-012/CODEREVIEW-012,2026-08-09,2026-08-09
TESTCASE-012,testcase,Design Foundry Language Models CLI QA cases,Closed,High,qa-engineer,qa-engineer,DEV-STORY-012,,DEV-STORY-012/TESTCASE-012,2026-08-09,2026-08-09
TESTEXEC-012,testexec,Execute Foundry Language Models CLI QA suite,Closed,High,qa-engineer,qa-engineer,DEV-STORY-012,,DEV-STORY-012/TESTEXEC-012,2026-08-09,2026-08-09
DEVOPS-012,devops,Package and verify Foundry Language Models entry points,Closed,High,devops-engineer,devops-engineer,DEV-STORY-012,,DEV-STORY-012/DEVOPS-012,2026-08-09,2026-08-09
BUG-SUB-011,bug_subtask,Honor global FOUNDRY_AGENTIC_CLI_ENABLED=false before client creation,Closed,High,python-developer,python-developer,DEV-STORY-012,,DEV-STORY-012/BUG-SUB-011,2026-08-09,2026-08-09
DESIGN-013,design,DEV-STORY-013 DESIGN: models skill OP_SPECS and implementation plan,Closed,High,tech-lead,architect,DEV-STORY-013,tech-lead,DEV-STORY-013/DESIGN-013,2026-08-09,2026-08-09
DEV-013,development,DEV-STORY-013 DEV: foundry-models CLI implementation,Closed,High,python-developer,architect,DEV-STORY-013,python-developer,DEV-STORY-013/DEV-013,2026-08-09,2026-08-10
UNITTEST-013,unittest,DEV-STORY-013 UNITTEST: models CLI parser dispatch and infra tests,Closed,High,python-developer,architect,DEV-STORY-013,python-developer,DEV-STORY-013/UNITTEST-013,2026-08-09,2026-08-09
CODEREVIEW-013,codereview,DEV-STORY-013 CODEREVIEW: review models CLI,Closed,High,tech-lead,architect,DEV-STORY-013,tech-lead,DEV-STORY-013/CODEREVIEW-013,2026-08-09,2026-08-10
TESTCASE-013,testcase,DEV-STORY-013 TESTCASE: models skill QA test cases,Closed,High,qa-engineer,architect,DEV-STORY-013,qa-engineer,DEV-STORY-013/TESTCASE-013,2026-08-09,2026-08-10
TESTEXEC-013,testexec,DEV-STORY-013 TESTEXEC: execute models QA tests,Closed,High,qa-engineer,architect,DEV-STORY-013,qa-engineer,DEV-STORY-013/TESTEXEC-013,2026-08-09,2026-08-10
DEVOPS-013,devops,DEV-STORY-013 DEVOPS: package and verify foundry-models entry point,Closed,High,devops-engineer,architect,DEV-STORY-013,devops-engineer,DEV-STORY-013/DEVOPS-013,2026-08-09,2026-08-10
DESIGN-014,design,DEV-STORY-014 DESIGN: orchestration skill OP_SPECS and implementation plan,Closed,High,tech-lead,architect,DEV-STORY-014,tech-lead,DEV-STORY-014/DESIGN-014,2026-08-09,2026-08-09
DEV-014,development,DEV-014: implement foundry-orchestration CLI (20 operations),Closed,High,python-developer,architect,DEV-STORY-014,python-developer,DEV-STORY-014/DEV-014,2026-08-09,2026-08-10
UNITTEST-014,unittest,UNITTEST-014: unit tests for foundry-orchestration CLI,Closed,High,python-developer,architect,DEV-STORY-014,python-developer,DEV-STORY-014/UNITTEST-014,2026-08-09,2026-08-09
CODEREVIEW-014,codereview,CODEREVIEW-014: code review of foundry-orchestration CLI,Closed,High,tech-lead,architect,DEV-STORY-014,tech-lead,DEV-STORY-014/CODEREVIEW-014,2026-08-09,2026-08-10
TESTCASE-014,testcase,TESTCASE-014: QA test cases for foundry-orchestration CLI,Closed,High,qa-engineer,architect,DEV-STORY-014,qa-engineer,DEV-STORY-014/TESTCASE-014,2026-08-09,2026-08-10
TESTEXEC-014,testexec,TESTEXEC-014: QA execution for foundry-orchestration CLI,Closed,High,qa-engineer,architect,DEV-STORY-014,qa-engineer,DEV-STORY-014/TESTEXEC-014,2026-08-09,2026-08-10
DEVOPS-014,devops,DEVOPS-014: packaging and deployment for foundry-orchestration CLI,Closed,High,devops-engineer,architect,DEV-STORY-014,devops-engineer,DEV-STORY-014/DEVOPS-014,2026-08-09,2026-08-10
QUESTION-035,question,ACL write classification gap: launch/promote_version/pause/unpause inherit read behavior,Canceled,High,,python-developer,DEV-013,tech-lead,DEV-013/QUESTION-035,2026-08-09,2026-08-09
QUESTION-036,question,TESTCASE-013 tech-lead approval of 28-case set required,Closed,High,tech-lead,qa-engineer,TESTCASE-013,tech-lead,TESTCASE-013/QUESTION-036,2026-08-09,2026-08-09
QUESTION-037,question,TESTCASE-014 tech-lead approval of 23-case set required,Closed,High,tech-lead,qa-engineer,TESTCASE-014,tech-lead,TESTCASE-014/QUESTION-037,2026-08-09,2026-08-09
DESIGN-015,design,DESIGN-015 - foundry-sql-queries CLI design,Closed,High,tech-lead,architect,DEV-STORY-015,,DEV-STORY-015/DESIGN-015,2026-08-10,2026-08-10
DEV-015,development,DEV-015 - foundry-sql-queries CLI implementation,Closed,High,python-developer,architect,DEV-STORY-015,,DEV-STORY-015/DEV-015,2026-08-10,2026-08-10
UNITTEST-015,unittest,UNITTEST-015 - foundry-sql-queries CLI unit tests,Closed,High,python-developer,architect,DEV-STORY-015,,DEV-STORY-015/UNITTEST-015,2026-08-10,2026-08-10
CODEREVIEW-015,codereview,CODEREVIEW-015 - foundry-sql-queries CLI code review,Closed,High,tech-lead,architect,DEV-STORY-015,,DEV-STORY-015/CODEREVIEW-015,2026-08-10,2026-08-10
TESTCASE-015,testcase,TESTCASE-015 - foundry-sql-queries CLI test cases,Closed,High,qa-engineer,architect,DEV-STORY-015,,DEV-STORY-015/TESTCASE-015,2026-08-10,2026-08-10
TESTEXEC-015,testexec,TESTEXEC-015 - foundry-sql-queries CLI test execution,Closed,High,qa-engineer,architect,DEV-STORY-015,,DEV-STORY-015/TESTEXEC-015,2026-08-10,2026-08-10
DEVOPS-015,devops,DEVOPS-015 - foundry-sql-queries CLI packaging and deployment,Closed,High,devops-engineer,architect,DEV-STORY-015,,DEV-STORY-015/DEVOPS-015,2026-08-10,2026-08-10
DESIGN-016,design,DESIGN-016 - foundry-streams CLI design,Closed,High,tech-lead,architect,DEV-STORY-016,,DEV-STORY-016/DESIGN-016,2026-08-10,2026-08-10
DEV-016,development,DEV-016 - foundry-streams CLI implementation,Closed,High,python-developer,architect,DEV-STORY-016,,DEV-STORY-016/DEV-016,2026-08-10,2026-08-10
UNITTEST-016,unittest,UNITTEST-016 - foundry-streams CLI unit tests,Closed,High,python-developer,architect,DEV-STORY-016,,DEV-STORY-016/UNITTEST-016,2026-08-10,2026-08-10
CODEREVIEW-016,codereview,CODEREVIEW-016 - foundry-streams CLI code review,Closed,High,tech-lead,architect,DEV-STORY-016,,DEV-STORY-016/CODEREVIEW-016,2026-08-10,2026-08-10
TESTCASE-016,testcase,TESTCASE-016 - foundry-streams CLI test cases,Closed,High,qa-engineer,architect,DEV-STORY-016,,DEV-STORY-016/TESTCASE-016,2026-08-10,2026-08-10
TESTEXEC-016,testexec,TESTEXEC-016 - foundry-streams CLI test execution,Closed,High,qa-engineer,architect,DEV-STORY-016,,DEV-STORY-016/TESTEXEC-016,2026-08-10,2026-08-10
DEVOPS-016,devops,DEVOPS-016 - foundry-streams CLI packaging and deployment,Closed,High,devops-engineer,architect,DEV-STORY-016,,DEV-STORY-016/DEVOPS-016,2026-08-10,2026-08-10
QUESTION-038,question,QUESTION - TESTCASE-015 approval required (tech-lead),Closed,High,tech-lead,qa-engineer,TESTCASE-015,tech-lead,TESTCASE-015/QUESTION-038,2026-08-10,2026-08-10
QUESTION-039,question,QUESTION - TESTCASE-016 approval required (tech-lead),Closed,High,tech-lead,qa-engineer,TESTCASE-016,tech-lead,TESTCASE-016/QUESTION-039,2026-08-10,2026-08-10
DESIGN-017,design,DESIGN-017 - foundry-connectivity CLI design,Closed,High,tech-lead,architect,DEV-STORY-017,,DEV-STORY-017/DESIGN-017,2026-08-10,2026-08-10
DEV-017,development,DEV-017 - foundry-connectivity CLI implementation,Closed,High,python-developer,architect,DEV-STORY-017,,DEV-STORY-017/DEV-017,2026-08-10,2026-08-10
UNITTEST-017,unittest,UNITTEST-017 - foundry-connectivity CLI unit tests,Closed,High,python-developer,architect,DEV-STORY-017,,DEV-STORY-017/UNITTEST-017,2026-08-10,2026-08-10
CODEREVIEW-017,codereview,CODEREVIEW-017 - foundry-connectivity CLI code review,Closed,High,tech-lead,architect,DEV-STORY-017,,DEV-STORY-017/CODEREVIEW-017,2026-08-10,2026-08-10
TESTCASE-017,testcase,TESTCASE-017 - foundry-connectivity CLI test cases,Closed,High,qa-engineer,architect,DEV-STORY-017,,DEV-STORY-017/TESTCASE-017,2026-08-10,2026-08-10
TESTEXEC-017,testexec,TESTEXEC-017 - foundry-connectivity CLI test execution,Closed,High,qa-engineer,architect,DEV-STORY-017,,DEV-STORY-017/TESTEXEC-017,2026-08-10,2026-08-10
DEVOPS-017,devops,DEVOPS-017 - foundry-connectivity CLI packaging and deployment,Closed,High,devops-engineer,architect,DEV-STORY-017,,DEV-STORY-017/DEVOPS-017,2026-08-10,2026-08-10
DESIGN-018,design,DESIGN-018 - foundry-media-sets CLI design,Closed,High,tech-lead,architect,DEV-STORY-018,,DEV-STORY-018/DESIGN-018,2026-08-10,2026-08-10
DEV-018,development,DEV-018 - foundry-media-sets CLI implementation,Closed,High,python-developer,architect,DEV-STORY-018,,DEV-STORY-018/DEV-018,2026-08-10,2026-08-10
UNITTEST-018,unittest,UNITTEST-018 - foundry-media-sets CLI unit tests,Closed,High,python-developer,architect,DEV-STORY-018,,DEV-STORY-018/UNITTEST-018,2026-08-10,2026-08-10
CODEREVIEW-018,codereview,CODEREVIEW-018 - foundry-media-sets CLI code review,Closed,High,tech-lead,architect,DEV-STORY-018,,DEV-STORY-018/CODEREVIEW-018,2026-08-10,2026-08-10
TESTCASE-018,testcase,TESTCASE-018 - foundry-media-sets CLI test cases,Closed,High,qa-engineer,architect,DEV-STORY-018,,DEV-STORY-018/TESTCASE-018,2026-08-10,2026-08-10
TESTEXEC-018,testexec,TESTEXEC-018 - foundry-media-sets CLI test execution,Closed,High,qa-engineer,architect,DEV-STORY-018,,DEV-STORY-018/TESTEXEC-018,2026-08-10,2026-08-10
DEVOPS-018,devops,DEVOPS-018 - foundry-media-sets CLI packaging and deployment,Closed,High,devops-engineer,architect,DEV-STORY-018,,DEV-STORY-018/DEVOPS-018,2026-08-10,2026-08-10
QUESTION-040,question,TESTCASE-017 test case approval request,Closed,Medium,qa-engineer,qa-engineer,TESTCASE-017,tech-lead,TESTCASE-017/QUESTION-040,2026-08-10,2026-08-10
QUESTION-041,question,TESTCASE-018 test case approval request,Closed,Medium,qa-engineer,qa-engineer,TESTCASE-018,tech-lead,TESTCASE-018/QUESTION-041,2026-08-10,2026-08-10
DESIGN-019,design,DESIGN-019 - foundry-checkpoints CLI technical design and grooming,Closed,High,tech-lead,architect,DEV-STORY-019,,DEV-STORY-019/DESIGN-019,2026-08-10,2026-08-10
DEV-019,development,DEV-019 - implement foundry-checkpoints CLI (3 operations),Closed,High,python-developer,architect,DEV-STORY-019,,DEV-STORY-019/DEV-019,2026-08-10,2026-08-10
UNITTEST-019,unittest,UNITTEST-019 - unit tests for foundry-checkpoints CLI,Closed,High,python-developer,architect,DEV-STORY-019,,DEV-STORY-019/UNITTEST-019,2026-08-10,2026-08-10
CODEREVIEW-019,codereview,CODEREVIEW-019 - code review of DEV-019 (foundry-checkpoints CLI),Closed,High,tech-lead,architect,DEV-STORY-019,,DEV-STORY-019/CODEREVIEW-019,2026-08-10,2026-08-10
TESTCASE-019,testcase,TESTCASE-019 - QA test cases for foundry-checkpoints CLI,Closed,High,qa-engineer,architect,DEV-STORY-019,,DEV-STORY-019/TESTCASE-019,2026-08-10,2026-08-10
TESTEXEC-019,testexec,TESTEXEC-019 - execute QA test cases for foundry-checkpoints CLI,Closed,High,qa-engineer,architect,DEV-STORY-019,,DEV-STORY-019/TESTEXEC-019,2026-08-10,2026-08-10
DEVOPS-019,devops,DEVOPS-019 - packaging and deployment of foundry-checkpoints CLI,Closed,High,devops-engineer,architect,DEV-STORY-019,,DEV-STORY-019/DEVOPS-019,2026-08-10,2026-08-10
DESIGN-020,design,DESIGN-020 - foundry-data-health CLI technical design and grooming,Closed,High,tech-lead,architect,DEV-STORY-020,,DEV-STORY-020/DESIGN-020,2026-08-10,2026-08-10
DEV-020,development,DEV-020 - implement foundry-data-health CLI (6 operations),Closed,High,python-developer,architect,DEV-STORY-020,,DEV-STORY-020/DEV-020,2026-08-10,2026-08-10
UNITTEST-020,unittest,UNITTEST-020 - unit tests for foundry-data-health CLI,Closed,High,python-developer,architect,DEV-STORY-020,,DEV-STORY-020/UNITTEST-020,2026-08-10,2026-08-10
CODEREVIEW-020,codereview,CODEREVIEW-020 - code review of DEV-020 (foundry-data-health CLI),Closed,High,tech-lead,architect,DEV-STORY-020,,DEV-STORY-020/CODEREVIEW-020,2026-08-10,2026-08-10
TESTCASE-020,testcase,TESTCASE-020 - QA test cases for foundry-data-health CLI,Closed,High,qa-engineer,architect,DEV-STORY-020,,DEV-STORY-020/TESTCASE-020,2026-08-10,2026-08-10
TESTEXEC-020,testexec,TESTEXEC-020 - execute QA test cases for foundry-data-health CLI,Closed,High,qa-engineer,architect,DEV-STORY-020,,DEV-STORY-020/TESTEXEC-020,2026-08-10,2026-08-10
DEVOPS-020,devops,DEVOPS-020 - packaging and deployment of foundry-data-health CLI,Closed,High,devops-engineer,architect,DEV-STORY-020,,DEV-STORY-020/DEVOPS-020,2026-08-10,2026-08-10
DESIGN-021,design,DESIGN-021 - foundry-third-party-applications CLI technical design and grooming,Closed,High,tech-lead,architect,DEV-STORY-021,,DEV-STORY-021/DESIGN-021,2026-08-10,2026-08-10
DEV-021,development,DEV-021 - implement foundry-third-party-applications CLI (9 operations),Closed,High,python-developer,architect,DEV-STORY-021,,DEV-STORY-021/DEV-021,2026-08-10,2026-08-11
UNITTEST-021,unittest,UNITTEST-021 - unit tests for foundry-third-party-applications CLI,Closed,High,python-developer,architect,DEV-STORY-021,,DEV-STORY-021/UNITTEST-021,2026-08-10,2026-08-11
CODEREVIEW-021,codereview,CODEREVIEW-021 - code review of DEV-021 (foundry-third-party-applications CLI),Closed,High,tech-lead,architect,DEV-STORY-021,,DEV-STORY-021/CODEREVIEW-021,2026-08-10,2026-08-11
TESTCASE-021,testcase,TESTCASE-021 - QA test cases for foundry-third-party-applications CLI,Closed,High,qa-engineer,architect,DEV-STORY-021,,DEV-STORY-021/TESTCASE-021,2026-08-10,2026-08-11
TESTEXEC-021,testexec,TESTEXEC-021 - execute QA test cases for foundry-third-party-applications CLI,Closed,High,qa-engineer,architect,DEV-STORY-021,,DEV-STORY-021/TESTEXEC-021,2026-08-10,2026-08-11
DEVOPS-021,devops,DEVOPS-021 - packaging and deployment for foundry-third-party-applications CLI,Closed,High,devops-engineer,architect,DEV-STORY-021,,DEV-STORY-021/DEVOPS-021,2026-08-10,2026-08-11
DESIGN-022,design,DESIGN-022 - foundry-widgets CLI technical design and grooming,Closed,High,tech-lead,architect,DEV-STORY-022,,DEV-STORY-022/DESIGN-022,2026-08-10,2026-08-10
DEV-022,development,DEV-022 - implement foundry-widgets CLI (12 operations),Closed,High,python-developer,architect,DEV-STORY-022,,DEV-STORY-022/DEV-022,2026-08-10,2026-08-11
UNITTEST-022,unittest,UNITTEST-022 - unit tests for foundry-widgets CLI,Closed,High,python-developer,architect,DEV-STORY-022,,DEV-STORY-022/UNITTEST-022,2026-08-10,2026-08-11
CODEREVIEW-022,codereview,CODEREVIEW-022 - code review of DEV-022 (foundry-widgets CLI),Closed,High,tech-lead,architect,DEV-STORY-022,,DEV-STORY-022/CODEREVIEW-022,2026-08-10,2026-08-11
TESTCASE-022,testcase,TESTCASE-022 - QA test cases for foundry-widgets CLI,Closed,High,qa-engineer,architect,DEV-STORY-022,,DEV-STORY-022/TESTCASE-022,2026-08-10,2026-08-11
TESTEXEC-022,testexec,TESTEXEC-022 - execute QA test cases for foundry-widgets CLI,Closed,High,qa-engineer,architect,DEV-STORY-022,,DEV-STORY-022/TESTEXEC-022,2026-08-10,2026-08-11
DEVOPS-022,devops,DEVOPS-022 - packaging and deployment for foundry-widgets CLI,Closed,High,devops-engineer,architect,DEV-STORY-022,,DEV-STORY-022/DEVOPS-022,2026-08-10,2026-08-11
QUESTION-042,question,"QUESTION-XXX - SDK/design mismatch: installed DevModeSettings exposes 2 ops, not 6 (widgets)",Duplicated,High,,python-developer,DEV-022,tech-lead,DEV-022/QUESTION-042,2026-08-10,2026-08-11
QUESTION-043,question,"SDK schema drift: installed foundry-platform-sdk 1.102.0 exposes only 8 widgets ops, DESIGN-022 requires 12 (DevModeSettings missing disable/get/pause/set_widget_set)",Closed,High,tech-lead,python-developer,DEV-022,tech-lead,DEV-022/QUESTION-043,2026-08-10,2026-08-11
DESIGN-023,design,DESIGN-023: foundry/ knowledge skill — design and grooming,Closed,High,tech-lead,architect,DEV-STORY-023,tech-lead,DEV-STORY-023/DESIGN-023,2026-08-11,2026-08-11
DEV-023,development,DEV-023: Author the foundry/ knowledge skill markdown content,Closed,High,python-developer,architect,DEV-STORY-023,python-developer,DEV-STORY-023/DEV-023,2026-08-11,2026-08-11
UNITTEST-023,unittest,UNITTEST-023: Verification of the foundry/ knowledge skill content,Closed,High,python-developer,architect,DEV-STORY-023,python-developer,DEV-STORY-023/UNITTEST-023,2026-08-11,2026-08-11
TESTCASE-023,testcase,TESTCASE-023: QA test cases for the foundry/ knowledge skill,Closed,High,qa-engineer,architect,DEV-STORY-023,qa-engineer,DEV-STORY-023/TESTCASE-023,2026-08-11,2026-08-11
CODEREVIEW-023,codereview,CODEREVIEW-023: Review of the foundry/ knowledge skill content,Closed,High,tech-lead,architect,DEV-STORY-023,tech-lead,DEV-STORY-023/CODEREVIEW-023,2026-08-11,2026-08-11
DEVOPS-023,devops,DEVOPS-023: Packaging and deployment verification for the foundry/ knowledge skill,Closed,High,devops-engineer,architect,DEV-STORY-023,devops-engineer,DEV-STORY-023/DEVOPS-023,2026-08-11,2026-08-11
TESTEXEC-023,testexec,TESTEXEC-023: QA execution for the foundry/ knowledge skill,Closed,High,qa-engineer,architect,DEV-STORY-023,qa-engineer,DEV-STORY-023/TESTEXEC-023,2026-08-11,2026-08-11
EPIC-009,epic,Harness-agnostic distribution and self-contained content of Foundry agent skills,Open,High,project-owner,workflow-mgr,,,EPIC-009,2026-08-11,2026-08-11
EPIC-010,epic,Public repositories and distribution of the Foundry CLI tool,Open,High,project-owner,workflow-mgr,,,EPIC-010,2026-08-11,2026-08-11
FEATURE-002,feature,Host all three repositories publicly on GitHub,In Design,High,project-owner,workflow-mgr,,,FEATURE-002,2026-08-11,2026-08-12
FEATURE-003,feature,Split the project into three repositories,In Design,High,project-owner,workflow-mgr,,,FEATURE-003,2026-08-11,2026-08-12
FEATURE-004,feature,Publish foundry_cli_tool to PyPI for pip installation,In Design,High,project-owner,workflow-mgr,,,FEATURE-004,2026-08-11,2026-08-12
FEATURE-005,feature,Publish foundry_cli_tool to a conda channel,In Design,High,project-owner,workflow-mgr,,,FEATURE-005,2026-08-11,2026-08-12
FEATURE-006,feature,Store skills in a standard .agents/skills folder for all harnesses,In Design,High,project-owner,workflow-mgr,,,FEATURE-006,2026-08-11,2026-08-12
FEATURE-007,feature,Distribute foundry_cli_skills via git clone and skill copy,In Design,High,project-owner,workflow-mgr,,,FEATURE-007,2026-08-11,2026-08-12
FEATURE-008,feature,Add Palantir Foundry platform and capability descriptions to skills,In Design,High,project-owner,workflow-mgr,,,FEATURE-008,2026-08-11,2026-08-12
FEATURE-009,feature,Document all JSON formats and parameter variants in each skill file,In Design,High,project-owner,workflow-mgr,,,FEATURE-009,2026-08-11,2026-08-12
QUESTION-044,question,DoD evidence falsification on EPIC-010 — correct evidence and re-verify,Closed,High,ba,workflow-mgr,EPIC-010,ba,EPIC-010/QUESTION-044,2026-08-11,2026-08-11
QUESTION-045,question,DoD evidence falsification on EPIC-009 — correct evidence and re-verify,Closed,High,ba,workflow-mgr,EPIC-009,ba,EPIC-009/QUESTION-045,2026-08-11,2026-08-11
QUESTION-046,question,DoD evidence invalidation on FEATURE-002 — correct evidence and re-verify,Closed,High,ba,workflow-mgr,FEATURE-002,ba,FEATURE-002/QUESTION-046,2026-08-11,2026-08-11
QUESTION-047,question,DoD evidence invalidation on FEATURE-003 — correct evidence and re-verify,Closed,High,ba,workflow-mgr,FEATURE-003,ba,FEATURE-003/QUESTION-047,2026-08-11,2026-08-11
TASK-003,task,Correct BA DoD evidence comments citing Project Owner architecture-change request (2026-08-11),Closed,High,ba,ba,,ba,TASK-003,2026-08-11,2026-08-12
BA-ANA-002,ba_subtask_analysis,BA analysis: Host all three repositories publicly on GitHub,Closed,High,ba,workflow-mgr,FEATURE-002,,FEATURE-002/BA-ANA-002,2026-08-12,2026-08-12
SA-ANA-002,sa_subtask_analysis,SA analysis: Host all three repositories publicly on GitHub,Closed,High,architect,workflow-mgr,FEATURE-002,,FEATURE-002/SA-ANA-002,2026-08-12,2026-08-12
SA-ANA-003,sa_subtask_analysis,SA analysis: Split the project into three repositories,Closed,High,architect,workflow-mgr,FEATURE-003,,FEATURE-003/SA-ANA-003,2026-08-12,2026-08-12
BA-ANA-003,ba_subtask_analysis,BA analysis: Publish foundry_cli_tool to PyPI for pip installation,Closed,High,ba,workflow-mgr,FEATURE-004,,FEATURE-004/BA-ANA-003,2026-08-12,2026-08-12
BA-ANA-004,ba_subtask_analysis,BA analysis: Split the project into three repositories,Closed,High,ba,workflow-mgr,FEATURE-003,,FEATURE-003/BA-ANA-004,2026-08-12,2026-08-12
SA-ANA-004,sa_subtask_analysis,SA analysis: Publish foundry_cli_tool to PyPI for pip installation,Closed,High,architect,workflow-mgr,FEATURE-004,,FEATURE-004/SA-ANA-004,2026-08-12,2026-08-12
BA-ANA-005,ba_subtask_analysis,BA analysis: Publish foundry_cli_tool to a conda channel,Closed,High,ba,workflow-mgr,FEATURE-005,,FEATURE-005/BA-ANA-005,2026-08-12,2026-08-12
SA-ANA-005,sa_subtask_analysis,SA analysis: Publish foundry_cli_tool to a conda channel,Closed,High,architect,workflow-mgr,FEATURE-005,,FEATURE-005/SA-ANA-005,2026-08-12,2026-08-12
BA-ANA-006,ba_subtask_analysis,BA analysis: Store skills in a standard .agents/skills folder for all harnesses,Closed,High,ba,workflow-mgr,FEATURE-006,,FEATURE-006/BA-ANA-006,2026-08-12,2026-08-12
BA-ANA-007,ba_subtask_analysis,BA analysis: Distribute foundry_cli_skills via git clone and skill copy,Closed,High,ba,workflow-mgr,FEATURE-007,,FEATURE-007/BA-ANA-007,2026-08-12,2026-08-12
SA-ANA-006,sa_subtask_analysis,SA analysis: Store skills in a standard .agents/skills folder for all harnesses,Closed,High,architect,workflow-mgr,FEATURE-006,,FEATURE-006/SA-ANA-006,2026-08-12,2026-08-12
BA-ANA-008,ba_subtask_analysis,BA analysis: Add Palantir Foundry platform and capability descriptions to skills,Closed,High,ba,workflow-mgr,FEATURE-008,,FEATURE-008/BA-ANA-008,2026-08-12,2026-08-12
